state,startup,website,foundedDate,description,personaEnd,jobEnd,persona,job,personaAbstract,jobAbstract,taskDetail,jobHow,market,marketDetail,interest,nextStep,status,industries,revenueEstimated,location,investors,operatingStatus,leadInvestors,totalFunding,exitDate,contactEmail,contactPhone,crunchbaseURL,IPOstatus,contactsInCrunchbase,acquisitionStatus,type,fundingDate,employeeSize
AZ,SolaceVR,https://solace-vr.com/,1/1/2021,Web 3.0 Spiritual Metaverse,,,,,,,,,,,0,,,Virtual Reality,,"Phoenix, Arizona, United States",,Active,,,,scott@solace-vr.com,857 302-0614,https://www.crunchbase.com/organization/solacevr,Private,1,,For Profit,,10
AZ,B. Woods & Company,https://www.bwoodscompany.com/,1/1/2020,"B. Woods & Company renders private equity, family offices, business valuation, due diligence, mergers, and acquisitions advisory services.",,,,,,,,,,,0,,,"Advice, Banking, Consulting, Financial Services",,"Peoria, Arizona, United States",,Active,,,,will.woods@bwoodscompany.com,-9977,https://www.crunchbase.com/organization/b-woods-company,Private,,,For Profit,,10
AZ,Raze Crypto,https://razecrypto.com,8/15/2021,"Crypto Exchange, Crypto Bots, Crypto Staking, Crypto ICOs, NFT Marketplace, Fully Managed Portfolios",,,,,,,,,,,0,,,"Cryptocurrency, FinTech",,"Phoenix, Arizona, United States",,Active,,,,accounts@razecrypto.com,833-356-6534,https://www.crunchbase.com/organization/raze-crypto,Private,,,For Profit,,10
AZ,Unified Brand,https://www.unifiedbrand.com,1/1/2021,Unified Brand provides custom digital signage content for a variety of businesses.,,,,,,,,,,,0,,,"Advertising, Content Creators, Digital Signage, Enterprise",,"Phoenix, Arizona, United States",,Active,,,,sales@unifiedbrand.com,+1 480 248 6988,https://www.crunchbase.com/organization/unified-brand,Private,1,,For Profit,,10
AZ,Jerome Hemp,https://jeromehemp.com,3/7/2021,Jerome Hemp was founded upon our guiding principles of holistic wellness and sustainable hemp based products from seed to sale.,,,,,,,,,,,0,,,"Cosmetics, E-Commerce, Nutrition, Organic Food, Wellness",,"Jerome, Arizona, United States",,Active,,,,info@jeromehemp.com,,https://www.crunchbase.com/organization/jerome-hemp,Private,,,For Profit,,10
AZ,Thrive Services Group,https://www.tsginc.com,1/1/2022,Thrive Services Group is a groundbreaking social innovation model that maximizes revenue and societal impact.,,,,,,,,,,,0,,,"Commercial Real Estate, Education, Property Development",,"Phoenix, Arizona, United States",,Active,,,,,1 602-730-3306,https://www.crunchbase.com/organization/thrive-services-group,Private,,,For Profit,,50
AZ,Ledyard Technology Services,https://www.ledyardtech.com,6/1/2020,We provide your business or agency with expert IT products and services.,,,,,,,,,,,0,,,"Electronics, Information Technology, Public Safety",,"Tucson, Arizona, United States",,Active,,,,contact@ledyardtech.com,855 465 2200,https://www.crunchbase.com/organization/ledyard-technology-services,Private,,,For Profit,,10
AZ,CountryFirst Mortgage,https://www.countryfirstmortgage.com/,6/18/2020,CountryFirst Mortgage is a mortgage banker that makes obtaining a loan simple with a two-step process.,,,,,,,,,,,0,,,"Banking, Financial Services",,"Phoenix, Arizona, United States",,Active,,,,info@countryfirstmortgage.com,602-774-0990,https://www.crunchbase.com/organization/countryfirst-mortgege,Private,,,For Profit,,50
AZ,Good Day Financial,https://www.gooddayloans.com,1/1/2020,"Good Day Financial specializes in mortgage, refinance, home equity, jumbo, FHA, VA, and conventional loans services.",,,,,,,,,,,0,,,"Credit, Financial Services, Lending",,"Scottsdale, Arizona, United States",,Active,,,,info@gooddayloans.com,-4396,https://www.crunchbase.com/organization/good-day-financial,Private,4,,For Profit,,10
AZ,Social Equity Partners,https://azsep.com/,1/10/2021,Supporting Individuals Impacted by Arizona Marijuana Laws.,,,,,,,,,,not intersted in cannabis,0,,,"Angel Investment, Cannabis",,"Phoenix, Arizona, United States",,Active,,,,info@azsep.com,,https://www.crunchbase.com/organization/social-equity-partners-llc,Private,,,For Profit,,10
AZ,Techtopia IT Consulting,https://techtopia.co/,4/20/2020,Managed IT Services and Consulting,,,,,,,,,low,low - IT consulting,0,,,"Cyber Security, Information Technology, IT Management",,"Mesa, Arizona, United States",,Active,,,,info@techtopia.co,602-960-4746,https://www.crunchbase.com/organization/techtopia-it-consulting,Private,,,For Profit,,50
AZ,Fawkes Global,https://www.fawkesglobal.com/,1/1/2021,"Fawkes Global is an investment management company that focuses on real estate, startups, and cryptocurrencies.",,,,,,,,,low,low - investment management,0,,,"Finance, Financial Services, Real Estate Investment, Venture Capital",,"Scottsdale, Arizona, United States",,Active,,,,info@fawkesglobal.com,,https://www.crunchbase.com/organization/fawkes-global,Private,1,,For Profit,,10
AZ,Home1st Financial,https://home1stfinancial.com/,1/1/2021,"Home1st Financial is a mortgage brokerage firm that provides financing, home buying, lending, FHA, VA, and conventional home loans.",,,,,,,,,low,low - mortgage loans,0,,,"Finance, Financial Services, Lending, Residential",$1M to $10M,"Phoenix, Arizona, United States",,Active,,,,info@home1stfinancial.com,-8574,https://www.crunchbase.com/organization/home1st-financial,Private,,,For Profit,,50
AZ,CadanceSEO,https://www.cadenceseo.com,1/1/2020,CadanceSEO is an SEO and digital marketing consulting agency.,,,,,,,,,low,low- consulting not scalable,0,,,"Consulting, Digital Marketing, SEO",,"Gilbert, Arizona, United States",,Active,,,,info@cadenceseo.com,+1 888 210 2602,https://www.crunchbase.com/organization/cadanceseo,Private,,,For Profit,,50
AZ,Ardent Advisory Group,https://ardentadvisorygroup.com,1/1/2020,"Ardent Advisory Group specializes in mergers, acquisitions, commercial real estate, commercial financing, sell-side, and buy-side services.",,,,,,,,,low,low - investment management,0,,,"Advice, Commercial Real Estate, Financial Services",Less than $1M,"Scottsdale, Arizona, United States",,Active,,,,george@ardentadvisorygroup.com,-6611,https://www.crunchbase.com/organization/ardent-advisory-group,Private,,,For Profit,,10
AZ,Digital Beeline,https://digitalbeeline.com/,1/1/2021,Digital Beeline is a digital marketing agency focused on analytics and amplification.,,,,,,,,,low,low - marketing agency,0,,,"Advertising, Analytics, Content Marketing, Digital Marketing, Digital Media, Marketing, SEO",,"Phoenix, Arizona, United States",,Active,,,,hello@digitalbeeline.com,(480) 331-2208,https://www.crunchbase.com/organization/digital-beeline,Private,,,For Profit,,10
AZ,High&Dry,https://www.highanddryrelief.com,7/15/2021,Serious Dry Mouth Relief.,,,,,,,,,low,low - not interested in cannabis applications,0,,,"Cannabis, Health Care",,"Phoenix, Arizona, United States",,Active,,,,hello@highanddryrelief.com,,https://www.crunchbase.com/organization/high-dry,Private,,,For Profit,,10
AZ,Lab Coat Marketing,https://www.labcoatmarketing.com,1/1/2020,"Lab Coat Marketing is a law firm marketing agency that provides web design, advertising, and SEO services.",,,law firms,,,,,,low,low - marketing agency,0,,,"Advertising, Marketing, SEO, Web Design",,"Tucson, Arizona, United States",,Active,,,,info@labcoatmarketing.com,+1 520 462 5724,https://www.crunchbase.com/organization/lab-coat-marketing,Private,,,For Profit,,10
AZ,Solar Power Pro,https://www.titanspp.com,9/14/2021,"SaaS Solar, Certification and Training platform",,,,,,,,,low,low - not interested in solar market,0,,,"Marketing, Software, Solar",,"Phoenix, Arizona, United States",,Active,,,,chris@titanspp.com,5209759575,https://www.crunchbase.com/organization/solar-power-pro,Private,,,For Profit,,50
AZ,Dani's Agency,https://www.danisagency.com/,1/1/2021,Dani's Agency is a cutting-edge skilled talent agency with the tech and talent to be your first call when planning to hire voice talent.,,,,,,,,,low,low - tiny market,0,,,"Broadcasting, Media and Entertainment, TV",Less than $1M,"Tempe, Arizona, United States",,Active,,,,danisagency@cox.net,+1 480-968-7099,https://www.crunchbase.com/organization/dani-s-agency,Private,4,,For Profit,,10
AZ,Pendulum House,https://pendulumhouse.com/,1/1/2020,Pendulum House is an advertising agency that offers a full range of digital marketing services.,,,,,,,,,low,low - marketing agency,0,,,"Advertising, Digital Marketing, Professional Services",$1M to $10M,"Phoenix, Arizona, United States",,Active,,,,info@pendulumhouse.com,,https://www.crunchbase.com/organization/pendulum-house,Private,2,,For Profit,,10
AZ,Retoken,https://www.retoken.io/,10/1/2021,Retoken is a financial company that provides a referral bonus mechanism for selling products and services.,,,,,,,,,low,low -not intersted in crypto,0,,,"Cryptocurrency, Finance, Financial Services",,"Arizona City, Arizona, United States",,Active,,,,,,https://www.crunchbase.com/organization/retoken,Private,,,For Profit,,10
AZ,Quicker Loans,https://www.quickerloansllc.com,1/1/2020,"Quicker Loans is a financial firm that offers FHA, VA, conventional, bank statement, and investor loan services.",,,,,,,,,low,low - bank,0,,,"Banking, Commercial Lending, Financial Services, Lending, Micro Lending, Personal Finance",$1M to $10M,"Phoenix, Arizona, United States",,Active,,,,info@quickerloansllc.com,+1 480-801-7070,https://www.crunchbase.com/organization/quicker-loans,Private,,,For Profit,,10
AZ,Wisdom Wealth Investment Advisors,https://www.wisdomwealth.solutions/,1/1/2020,"Wisdom Wealth Investment Advisors specializes in portfolio management, tax, insurance, estate, and retirement planning services.",,,,,,,,,low,low - wealth services,0,,,"Advice, Financial Services, Insurance, Retirement, Wealth Management",Less than $1M,"Phoenix, Arizona, United States",,Active,,,,info@wisdomwealth.solutions,+1 602-494-4100,https://www.crunchbase.com/organization/wisdom-wealth-investment-advisors,Private,,,For Profit,,10
AZ,The Business Growth Academy,https://businessgrowthacademy.com,1/1/2020,The Business Growth Academy is a business consulting and coaching agency.,,,,,,,,,low,low - consulting,0,,,"Business Development, Consulting, Marketing, Training",$1M to $10M,"Scottsdale, Arizona, United States",,Active,,,,concierge@businessgrowthacademy.com,+1 602 730 5937,https://www.crunchbase.com/organization/the-business-growth-academy,Private,,,For Profit,,50
AZ,PeerMP,https://www.peermp.com,1/1/2020,"PeerMP provides on-site and off-site strategies, PPC, web design and development, social media management, and content creation.",,,,,,,,,low,low - marketing agency,0,,,"Content Creators, Digital Marketing, Social Media Management, Web Design, Web Development",,"Scottsdale, Arizona, United States",,Active,,,,contact@peermp.com,+1 602-842-7200,https://www.crunchbase.com/organization/peermp,Private,,,For Profit,,10
AZ,Best Flagstaff Homes Realty,https://bestflagstaffhomes.com,1/1/2021,Best Flagstaff Homes Realty is a property management company that provides residential and commercial real estate services.,,,home buyers/sellers,buy home,,,,realtor company,low,low - realty company,0,,,"Commercial Real Estate, Consulting, Property Management, Real Estate, Sales",Less than $1M,"Flagstaff, Arizona, United States",,Active,,,,info@bestflagstaffhomes.com,+1 928 440 0355,https://www.crunchbase.com/organization/best-flagstaff-homes-realty,Private,,,For Profit,,10
AZ,24th Street Dental Biltmore,https://www.24streetdentalphoenix.com,1/1/2020,24th Street Dental Biltmore is a cosmetic and orthodontics medical service provider.,,,,,,,,,low,low-dental practice,0,,,"Cosmetic Surgery, Dental, Health Care, Personal Health, Wellness",Less than $1M,"Phoenix, Arizona, United States",,Active,,,,info@turnerpricedental.com,+1 602 468 1135,https://www.crunchbase.com/organization/24th-street-dental-biltmore,Private,,,For Profit,,10
AZ,Kynetic Health,https://www.kynetichealth.com,1/1/2020,Kynetic Health provides sports medicine and regenerative medicine.,,,,,,,,,low,low - sports medicine/pt practice. Not 10x scalable,0,,,"Health Care, Medical, Therapeutics",,"Sierra Vista, Arizona, United States",,Active,,,,office@kynetichealth.com,+1 520 685 3336,https://www.crunchbase.com/organization/kynetic-health,Private,1,,For Profit,,10
AZ,ASOWin,https://asowin.com,5/28/2021,One of the leading App Store Optimization companies in the world. We know exactly what drives Apps to the top charts.,,,,,,,,,low,low - marketing agency,0,,,,,"Phoenix, Arizona, United States",,Active,,,,support@asowin.com,,https://www.crunchbase.com/organization/asowin,Private,,,For Profit,,50
AZ,Home Gift Warehouse,https://homegiftwarehouse.com/,1/1/2020,Home Gift Warehouse is Us Based shopping Website Where You Can Purchase Home decor items and Leather bags.,,,home owners who want to decorate,find and buy home decorations,,,,online ecommerce,low,low - ecommerce site for home decorations,0,,,E-Commerce,,"Phoenix, Arizona, United States",,Active,,,,homegiftwarehouse@gmail.com,+1 (480) 439-5040,https://www.crunchbase.com/organization/homegiftwarehouse,Private,,,For Profit,,10
AZ,Champions Funding,https://www.champstpo.com,1/1/2021,Champions Funding is an institution that provides non traditional access to mortgage financing.,,,,,,,,,low,low - bank,0,,,"Communities, Financial Services, Lending, Training",,"Gilbert, Arizona, United States",,Active,,,,clientapproval@champstpo.com,+1 888 210 9881,https://www.crunchbase.com/organization/champions-funding,Private,5,,For Profit,,50
AZ,Biomaxx Energy Nutrition,https://www.biomaxxenergy.com,1/1/2021,Biomaxx Energy Nutrition is the biomaxx energy supplements manufacturing company.,,,,,,,,,low,low - vitamin supplements risky area,0,,,"Dietary Supplements, Health Care, Medical",,"Phoenix, Arizona, United States",,Active,,,,customerservice@biomaxxenergy.com,,https://www.crunchbase.com/organization/biomaxx-energy-nutrition,Private,,,For Profit,,50
AZ,Kolo Capital,https://www.kolocapital.finance,1/1/2021,Kolo Capital is an advisory firm that helps simplify problems and build a framework of financial planning processes to succeed financially.,,,,,,,,,low,low - consultin,0,,,"Advice, Financial Services, Wealth Management",,"Tucson, Arizona, United States",,Active,,,,Keith@kolocapital.finance,-8640,https://www.crunchbase.com/organization/kolo-capital,Private,,,For Profit,,10
AZ,X2 MORTGAGE,https://x2mortgage.com,1/1/2021,X2 MORTGAGE is a wholesale lender that provides property mortgage services.,,,,,,,,,low,low - loans,0,,,"Financial Services, Real Estate, Residential",,"Chandler, Arizona, United States",,Active,,,,,1 480-992-4200,https://www.crunchbase.com/organization/x2-mortgage,Private,,,For Profit,,10
AZ,R4 Roofing,https://r4roofingaz.com/,1/1/2021,"An American roofing company located in Mesa, Arizona",,,,,,,,,low,low - roofing company,0,,,Construction,,"Mesa, Arizona, United States",,Active,,,,,602-727-0116,https://www.crunchbase.com/organization/r4-roofing,Private,,,For Profit,,10
AZ,TruBadger,https://trubadger.io/,1/1/2021,"TruBadger is a deflationary, reflection, and utility token with multi-signature wallets.",,,,,,,,,low,low - crypto,0,,,"Apps, Cryptocurrency, Financial Services",,"Fountain Hills, Arizona, United States",,Active,,,,social@trubadger.io,+1 928 466 4141,https://www.crunchbase.com/organization/trubadger,Private,,,For Profit,,50
AZ,Sunlight SEO,https://www.sunlight-seo.com/,5/1/2021,"Sunlight SEO is an SEO agency that focuses on website design, social media marketing, Google Ads, and local map rankings.",,,,,,,,,low,low - marketing agency,0,,,"Advertising, Digital Marketing",,"Chandler, Arizona, United States",,Active,,,,seo.sunlight@gmail.com,6027370779,https://www.crunchbase.com/organization/sunlight-seo,Private,,,For Profit,,10
AZ,Swell Marketing Advisors,https://www.swellmarketingadvisors.com,1/1/2020,Swell Marketing Advisors is an advertising agency that provides fractional CMO and consulting services.,,,,,,,,,low,low - marketing agency,0,,,"Advertising, Consulting, Market Research, Marketing",Less than $1M,"Phoenix, Arizona, United States",,Active,,,,celeste@swellmarketingadvisors.com,,https://www.crunchbase.com/organization/swell-marketing-advisors,Private,,,For Profit,,10
AZ,Simply Sprout,https://simplysprout.com/,1/1/2021,"We are ending Growhibition one home grow at a time through access to genetics, education, and services.",,,,,,,,,low,low - sounds like cannabis ,0,,,"Horticulture, Wellness",,"Phoenix, Arizona, United States",,Active,,,,info@simplysprout.com,,https://www.crunchbase.com/organization/simply-sprout,Private,1,,For Profit,,10
AZ,YourWay Cannabis Brands,https://www.yourwaycannabis.com,1/1/2021,"YourWay is a publicly traded, multi-state and consumer-centric House of Brands.",,,,,,,,,low,none - cannabis market,0,,,Advertising,,"Phoenix, Arizona, United States",,Active,,,,,+1 602 675 4317,https://www.crunchbase.com/organization/yourway-cannabis-brands,Private,,Made Acquisitions,For Profit,,50
AZ,Moment of Truth Physical Therapy,https://momentoftruthpt.com,1/1/2021,Moment of Truth Physical Therapy provides full body assessment and postpartum recovery services.,,,,,,,,,low,low - physical therapy practice,0,,,"Health Care, Hospital, Therapeutics, Wellness",,"Peoria, Arizona, United States",,Active,,,,info@momentoftruthpt.com,+1 623 226 4002,https://www.crunchbase.com/organization/moment-of-truth-physical-therapy,Private,1,,For Profit,,10
AZ,Sparrow,https://sparrownow.com,1/1/2020,Sparrow is a property rental company offering rental homes.,,,,,,,,,low,low - property rental company. Not 10x scalable,0,,,"Property Management, Real Estate, Rental Property",$1M to $10M,"Scottsdale, Arizona, United States",,Active,,,,customerservice@sparrownow.com,1-877-881-8484,https://www.crunchbase.com/organization/sparrow-3114,Private,,,For Profit,,50
AZ,Karma Bay,https://karmabay.com,8/1/2020,ECommerce For A Better Planet,,,owner,make money,,,,ecommerce,low,low - late entrant crowded market no special sauce,0,,,"Consumer Goods, E-Commerce, Green Consumer Goods, Marketplace",,"Tucson, Arizona, United States",,Active,,,,nick@karmabay.com,(520) 333-5440,https://www.crunchbase.com/organization/karma-bay,Private,,,For Profit,,10
AZ,9d Ventures,https://www.9d.ventures/,1/1/2020,Early-Stage Investments,,,,,,,,,low,low - investment company,0,,,"Advice, Angel Investment, Venture Capital",,"Scottsdale, Arizona, United States",,Active,,,,,,https://www.crunchbase.com/organization/9d-ventures,Private,,,For Profit,,10
AZ,Southwest Enviromental Testing,https://www.swetinc.com,1/1/2021,Southwest Environmental offers manhole vacuum testing and repair services to manhole manufacturers/installers and pipeline companies.,,,,,,,,,low,low - not 10x scalable ,0,,,"Environmental Consulting, Manufacturing, Waste Management",$1M to $10M,"Phoenix, Arizona, United States",,Active,,,,,602.331.0888,https://www.crunchbase.com/organization/southwest-enviromental-testing,Private,,,For Profit,,50
AZ,Touch-LESS Gaming,https://touch-lessgaming.tech/,1/1/2020,Touch-LESS Gaming provides casinos with easy to install transformative sensor technology.,,,,,,,,,low,none - not interested in casino industry,0,,,"Electronics, Sensor",,"Chandler, Arizona, United States",,Active,,,,sales@touch-lessgaming.tech,(833) 485-4777,https://www.crunchbase.com/organization/touch-less-gaming,Private,,,For Profit,,10
AZ,Twelephone,https://twelephone.com,9/1/2020,Twelephone is *the* next generation telecom company built on modern secure peer-to-peer web protocols.,,,,,,,,,low,low - how will they compete with other telecom companies,0,,,"Internet, Telecommunications",,"Phoenix, Arizona, United States",,Active,,,,hello@twelephone.com,,https://www.crunchbase.com/organization/twelephone,Private,,,For Profit,,10
AZ,Patter,https://patter.com,2/27/2020,"Patter is a software platform that allows teams to create, manage and distribute all of their recurring updates in one location.",,,,,,,,,low,low - feature for something like Teams,0,,11/16 - checked and no website exists,Software,,"Tucson, Arizona, United States",,Active,,,,admin@patter.com,,https://www.crunchbase.com/organization/patter,Private,1,,For Profit,,10
AZ,alpha roadside az,https://www.alpharoadsideaz.com/,1/1/2020,Alpha roadside provides tire installation and services.,,,,,,,,,low,low - not 10x scalable ,0,,,Mobile,,"Scottsdale, Arizona, United States",,Active,,,,info@alpharoadsideaz.com,480-955-9805,https://www.crunchbase.com/organization/alpha-roadside-az,Private,,,For Profit,,10
AZ,The Flower Shop,https://theflowershopaz.com,1/1/2020,The flower shop provides natural cannabis.,,,,,,,,,low,none - cannabis market,0,,,"E-Commerce, Farming, Medical",$10M to $50M,"Phoenix, Arizona, United States",,Active,,,,finecannabis@theflowershopaz.com,+1 480 500 5054,https://www.crunchbase.com/organization/the-flower-shop,Private,3,,For Profit,,50
AZ,Tangible Property Tax Methods,https://taxmethodexperts.com,1/1/2021,"Tangible Property Tax Methods is a financial firm that provides tax planning, compliance, and cash flow management services.",,,,,,,,,low,low - tax accounting services,0,,,"Consulting, Finance, Financial Services",,"Phoenix, Arizona, United States",,Active,,,,,,https://www.crunchbase.com/organization/tangible-property-tax-methods,Private,,,For Profit,,50
AZ,SiteCompliance.io,https://sitecompliance.io/,3/9/2020,"SiteCompliance.io is an ADA Title III compliance based SAAS company, founded by Roman Alexander Wellington.",,,,,,,,,low,"low - cool idea, but not a really a growth business",0,,,"Assistive Technology, SaaS, Web Apps",,"Scottsdale, Arizona, United States",,Active,,,,contact@sitecompliance.io,,https://www.crunchbase.com/organization/sitecompliance-io,Private,,,For Profit,,10
AZ,Studio 5 Eleven,https://studio5eleven.com/,1/1/2020,"Studio 5 Eleven is an advertising firm that provides logo design, visual identity, branding, interior graphics, and marketing services.",,,,,,,,,low,low - marketing agency,0,,,"Advertising, Brand Marketing, Marketing",,"Scottsdale, Arizona, United States",,Active,,,,brad@studio5eleven.com,+1 402-603-0511,https://www.crunchbase.com/organization/studio-5-eleven,Private,,,For Profit,,10
AZ,New Freedom Tax Relief,https://newfreedomtaxrelief.com/,1/1/2020,"New Freedom Tax Relief offers IRS debt forgiveness, tax relief funds, IRS payments plan, payroll tax relief and consultation services.",,,,,,,,,low,low - tax accounting services,0,,,"Consulting, Financial Services, Professional Services",Less than $1M,"Chandler, Arizona, United States",,Active,,,,michelle@lbstax.com,+1 480-805-9328,https://www.crunchbase.com/organization/new-freedom-tax-relief,Private,,,For Profit,,10
AZ,5150 Digital Marketing Group,http://www.5150dmg.com,6/15/2022,5150 Digital Marketing Group is an advertising agency that offers fundraising solutions.,,,,,,,,,low,low - marketing agency,0,,,"Advertising, Digital Media, Funding Platform",$1M to $10M,"Phoenix, Arizona, United States",,Active,,,,info@5150dmg.com,+1 602-740-1750,https://www.crunchbase.com/organization/5150-digital-marketing-group,Private,,,For Profit,,50
AZ,Make A Mac,https://www.makeamacaz.com/,1/1/2022,"Make it a ""Mac"" Day!",,,,,,,,,low,low - food services,0,,,Restaurants,,"Mesa, Arizona, United States",,Active,,,,felicityshort@makeamacaz.com,480-331-2777,https://www.crunchbase.com/organization/make-a-mac,Private,,,For Profit,,10
AZ,Eggersmann Studio Scottsdale,https://eggersmannscottsdale.com/,3/1/2020,"Oldest family-owned German cabinet manufacturer for German kitchen furniture, home living solutions, & luxury closets, known for innovation.",,,home owners and builders,custom cabinets,,,,,low,low - cabinet maker,0,,,Manufacturing,,"Scottsdale, Arizona, United States",,Active,,,,info@eggersmannscottsdale.com,(480) 605-2705,https://www.crunchbase.com/organization/eggersmann-studio-scottsdale,Private,,,For Profit,,50
AZ,BreakAway IT,https://breakawayit.com,1/1/2020,"Breakaway IT provides cloud services, software management, network monitoring and security solutions to improve workforce productivity.",,,,,,,,,low,low - IT consulting,0,,,"Cloud Computing, Cloud Management, Network Security, Software",Less than $1M,"Phoenix, Arizona, United States",,Active,,,,,+1 602-877-0317,https://www.crunchbase.com/organization/breakaway-it,Private,1,,For Profit,,10
AZ,GearedSocial,https://www.gearedsocial.com/,3/1/2020,Saas,,,,,,,,,low,low - marketing agency,0,,,"Advertising, Marketing",,"Scottsdale, Arizona, United States",,Active,,,,,,https://www.crunchbase.com/organization/gearedsocial,Private,,,For Profit,,10
AZ,Enara Law PLLC,https://enaralaw.com,1/1/2020,Corporate and Business Law Firm,,,,,,,,,low,low - law firm,0,,,Legal,,"Scottsdale, Arizona, United States",,Active,,,,info@enaralaw.com,602-687-2010,https://www.crunchbase.com/organization/enara-law-pllc,Private,3,,For Profit,,10
AZ,Scott Condie Dentistry,https://www.scottcondiedentistry.com,1/1/2020,Scott Condie Dentistry provides dental care and solutions for oral health needs.,,,,,,,,,low,low - dental practice,0,,,"Cosmetic Surgery, Dental, Health Care, Wellness",Less than $1M,"Gilbert, Arizona, United States",,Active,,,,,+1 480  530 6027,https://www.crunchbase.com/organization/scott-condie-dentistry,Private,,,For Profit,,10
AZ,Hikre School,https://hikreschool.com,3/1/2021,Hikre School is a pay-only-when-hired app development school that transforms students into world-class professionals.,,,,,,,,,low,low - not 10x scalable ,0,,,EdTech,,"Scottsdale, Arizona, United States",,Active,,,,hello@hikre.com,,https://www.crunchbase.com/organization/shattereen,Private,,,For Profit,,10
AZ,Gillespie Shields,https://gillespieshields.com,1/1/2021,"Gillespie Shields is your legal team and is ready to help you with family law, employment law, civil law, criminal law, and probate law.",,,,,,,,,low,low - legal practice,0,,,"Law Enforcement, Legal",$1M to $10M,"Phoenix, Arizona, United States",,Active,,,,info@gillaw.com,+1 602-870-9700,https://www.crunchbase.com/organization/gillespie-shields,Private,,,For Profit,,50
AZ,Argonaut International Consulting,https://argonaut.global/,1/1/2020,Argonaut International Consulting provides an intelligent transport system and connected autonomous vehicle programs to private sectors.,,,people who ship stuff,shipping and transportation,,,,autonomous vehicle programs,low,"low - probably not a real solution, to early for the technology, other much larger players more likley to solve this",0,,"11/16 - checked site, just consulting. Not scalable","Management Consulting, Training, Transportation",,"Mesa, Arizona, United States",,Active,,,,,+1.480.255.9930,https://www.crunchbase.com/organization/argonaut-international-consulting,Private,,,For Profit,,10
AZ,Plant. Body. Soul.,https://www.plantbodysoul.com,1/1/2020,Plant. Body. Soul. is a marketing and branding agency.,,,,,,,,,low,low - marketing agency,0,,,"Digital Marketing, Email Marketing, Social Media Management, Social Media Marketing",,"Phoenix, Arizona, United States",,Active,,,,hello@plantbodysoul.com,+1 855 768 5420,https://www.crunchbase.com/organization/plant-body-soul,Private,3,,For Profit,,10
AZ,Excelation,https://excelation.co,1/1/2020,"Excelation is a digital communication agency that provides web design, email marketing, and content marketing services.",,,,,,,,,low,low - marketing agency,0,,,"Advertising, Brand Marketing, Content Marketing, Social Media Marketing, Web Design",,"Chandler, Arizona, United States",,Active,,,,concierge@excelation.com,+1 480 866 9226,https://www.crunchbase.com/organization/excelation,Private,,,For Profit,,50
AZ,SeeThinkShift,http://www.seethinkshift.com,5/1/2020,Coaching-at-scale platform,,,,,,,,,low,low - leadershp training,0,,,"Artificial Intelligence, Software",,"Phoenix, Arizona, United States",,Active,,,,hello@phoslabs.com,,https://www.crunchbase.com/organization/seethinkshift,Private,,,For Profit,,10
AZ,Desert Foothills Accounting and Tax,https://desertfoothillscpa.com,1/1/2020,Desert Foothills Accounting and Tax is CPA firm that provides accounting and tax services.,,,,,,,,,low,low - accounting firm,0,,,"Accounting, Financial Services, Wealth Management",$1M to $10M,"Flagstaff, Arizona, United States",,Active,,,,info@desertfoothillscpa.com,928-779-9420,https://www.crunchbase.com/organization/desert-foothills-accounting-and-tax,Private,1,,For Profit,,10
AZ,Skate Forty8 | Boards N Our Hood,http://www.skateforty8.com,1/1/2020,An impact for change skateboard for a cause company,,,,,,,,,low,low - not 10x scalable ,0,,,,,"Phoenix, Arizona, United States",,Active,,,,jay@skateforty8.com,6239007793,https://www.crunchbase.com/organization/skate-forty8-boards-n-our-hood,Private,,,For Profit,,10
AZ,Brands For Good,https://bfgood.com,1/1/2020,Brands For Good provides marketing services for micro and small businesses.,,,,,,,,,low,low - marketing agency,0,,,"Brand Marketing, Marketing, Small and Medium Businesses",,"Scottsdale, Arizona, United States",,Active,,,,info@bfgood.com,1-800-260-2838,https://www.crunchbase.com/organization/brands-for-good,Private,,,For Profit,,10
AZ,AZ Technica,https://aztechnica.com/,1/1/2020,"AZ Technica is a medical equipment manufacturing firm that offers consulting, training and virtual audits.",,,medical device inventors,compliance consulting,,,,,low,low - consulting firm,0,,"11/16 - consulting firm, doesn't look 10x scalable","Consulting, Manufacturing, Medical Device, Test and Measurement, Training",,"Tucson, Arizona, United States",,Active,,,,info@aztechnica.com,+1 520-314-2948,https://www.crunchbase.com/organization/az-technica,Private,,,For Profit,,10
AZ,Almega Wealth Management,https://almega-wealth.com/,1/1/2021,"Almega Wealth Management is a financial firm that offers investment consulting, asset and wealth management, and 401k solutions.",,,,,,,,,low,low - wealth services,0,,,"Asset Management, Financial Services, Wealth Management",$1M to $10M,"Scottsdale, Arizona, United States",,Active,,,,info@almega-wealth.com,+1 480-251-7363,https://www.crunchbase.com/organization/almega-wealth-management,Private,,,For Profit,,10
AZ,Instant Reviews by Cord Digital,https://www.instantreviews.io/,3/1/2020,"Saas, Ecommerce, Shopify",,,,,,,,,low,"low - easy to copy, other players better positioned to adopt their gimmick",0,,,"E-Commerce, SaaS, Software",,"Scottsdale, Arizona, United States",,Active,,,,support@madebycord.com,,https://www.crunchbase.com/organization/instant-reviews-by-cord-digital,Private,,,For Profit,,10
